0 0.981043 0.128075
1 0.707684 0.097322
2 0.707618 0.119207
3 0.656943 0.0758684
4 0.868339 0.0916855
5 0.80422 0.0732883
6 0.948026 0.0830643
7 0.753768 0.12883
8 0.737012 0.118483
9 0.768262 0.102739
10 0.846827 0.127082
11 0.808644 0.0876495
12 0.842926 0.109544
13 0.585121 0.125832
14 0.765397 0.119255
15 0.955566 0.0848782
16 0.953258 0.112071
17 1.09174 0.0792388
18 0.855166 0.0855695
19 0.966677 0.0985541
20 1.00852 0.0876651
21 0.8813 0.103066
22 0.956734 0.0706699
23 0.877003 0.101948
24 0.798728 0.107975
25 0.957986 0.0973681
26 0.868096 0.123443
27 0.848605 0.0877974
28 0.927649 0.0912675
29 0.887802 0.0585006
