0 -0.741349 0.00427815
1 -0.745257 0.00464552
2 -0.749114 0.0047697
3 -0.756983 0.00475795
4 -0.762502 0.00405119
5 -0.765044 0.00381757
6 -0.766491 0.00304986
7 -0.769082 0.00375404
8 -0.773378 0.00403232
9 -0.776385 0.00441146
10 -0.775861 0.0043622
11 -0.774581 0.00499947
12 -0.777932 0.00414344
13 -0.775133 0.00409613
14 -0.77558 0.00433729
15 -0.777452 0.00475803
16 -0.776968 0.00420572
17 -0.777642 0.00447181
18 -0.778853 0.00468776
19 -0.780361 0.00502192
20 -0.783616 0.00452065
21 -0.785469 0.00469516
22 -0.781914 0.0044674
23 -0.783325 0.00461527
24 -0.784855 0.00443169
25 -0.784113 0.00445233
26 -0.784387 0.00394633
27 -0.784967 0.0043451
28 -0.783944 0.00426608
29 -0.782519 0.00385768
30 -0.782095 0.00358691
31 -0.781857 0.00373253
32 -0.78292 0.00436916
33 -0.779965 0.00390216
34 -0.779676 0.00350444
35 -0.780621 0.00337855
36 -0.779047 0.00273113
37 -0.780123 0.00277662
38 -0.781761 0.00289036
39 -0.784274 0.00293359
40 -0.785187 0.00307189
41 -0.785426 0.00360871
42 -0.784877 0.00357646
43 -0.783939 0.00333116
44 -0.783936 0.003271
45 -0.779342 0.00354635
46 -0.779623 0.00311256
47 -0.781631 0.00310486
48 -0.777437 0.00319551
49 -0.77786 0.00293821
50 -0.778632 0.00285358
51 -0.779594 0.00377961
52 -0.779089 0.00320611
53 -0.783063 0.00276015
54 -0.783847 0.002655
55 -0.786492 0.00253029
56 -0.785249 0.00254001
57 -0.78321 0.00284681
58 -0.779767 0.00286392
59 -0.779782 0.00287599
60 -0.777849 0.00290937
61 -0.779716 0.00264058
62 -0.77798 0.00275956
63 -0.779025 0.00283765
64 -0.781056 0.00294638
65 -0.781236 0.0033138
66 -0.781176 0.00378726
67 -0.782295 0.00359251
68 -0.782331 0.00319264
69 -0.785375 0.00372549
70 -0.782875 0.00395037
71 -0.784608 0.00344527
72 -0.786026 0.00330491
73 -0.78437 0.00357635
74 -0.784804 0.00351601
75 -0.782563 0.00298246
