0 0.572933 0.0392176
1 0.495607 0.0394092
2 0.512915 0.0493877
3 0.491109 0.0353217
4 0.553962 0.043636
5 0.49158 0.0356021
6 0.60128 0.04125
7 0.539615 0.0577041
8 0.547075 0.0413438
9 0.474054 0.0362066
10 0.524395 0.0439377
11 0.525664 0.0429414
12 0.621889 0.0411576
13 0.512272 0.059003
14 0.535424 0.0490489
15 0.536539 0.0431303
16 0.586035 0.0498307
17 0.609134 0.0447101
18 0.523123 0.0454207
19 0.561511 0.0418071
20 0.602275 0.0383325
21 0.57969 0.0380218
22 0.609427 0.031886
23 0.580768 0.0463213
24 0.576568 0.0438116
25 0.531891 0.0401947
26 0.501402 0.0641259
27 0.543928 0.0460721
28 0.610057 0.058916
29 0.592068 0.0323279
