0.5    0.3    1.26966
0.5    0.31    1.18743
0.5    0.32    0.973408
0.5    0.33    0.812334
0.5    0.34    0.610114
0.5    0.35    0.422314
0.5    0.36    0.370905
0.5    0.37    0.379244
0.5    0.38    0.34835
0.5    0.39    0.195829
0.5    0.4    0.185064
0.5    0.41    0.176602
0.5    0.42    0.11079
0.5    0.43    0.0649892
0.5    0.44    0.0557055
0.5    0.45    0.0119498
0.5    0.46    -0.0153243
0.5    0.47    -0.0130757
0.5    0.48    -0.051831
0.5    0.49    -0.0507262
0.5    0.5    -0.0710692
0.5    0.51    -0.0971575
0.5    0.52    -0.112346
0.5    0.53    -0.119075
0.5    0.54    -0.12464
0.5    0.55    -0.134016
0.5    0.56    -0.169358
0.5    0.57    -0.157595
0.5    0.58    -0.170551
0.5    0.59    -0.184014
0.5    0.6    -0.189628
0.5    0.61    -0.204113
0.5    0.62    -0.227109
0.5    0.63    -0.214536
0.5    0.64    -0.197308
0.5    0.65    -0.22134
0.5    0.66    -0.229195
0.5    0.67    -0.221754
0.5    0.68    -0.235326
0.5    0.69    -0.241359
0.5    0.7    -0.233696
0.5    0.71    -0.250426
0.5    0.72    -0.268557
0.5    0.73    -0.265262
0.5    0.74    -0.287806
0.5    0.75    -0.274902
0.5    0.76    -0.279702
0.5    0.77    -0.289232
0.5    0.78    -0.284883
0.5    0.79    -0.288848
0.5    0.8    -0.29054
0.5    0.81    -0.281518
0.5    0.82    -0.291122
0.5    0.83    -0.283934
0.5    0.84    -0.253971
0.5    0.85    -0.250835
0.5    0.86    -0.290292
0.5    0.87    -0.237419
0.5    0.88    -0.256534
0.5    0.89    -0.26904
0.5    0.9    -0.25872
0.5    0.91    -0.250955
0.5    0.92    -0.25374
0.5    0.93    -0.250276
0.5    0.94    -0.18754
0.5    0.95    -0.180231
0.5    0.96    -0.250245
0.5    0.97    -0.216822
0.5    0.98    -0.155041
0.5    0.99    -0.19326
0.51    0.3    1.36181
0.51    0.31    1.15051
0.51    0.32    1.0556
0.51    0.33    0.825834
0.51    0.34    0.602437
0.51    0.35    0.555806
0.51    0.36    0.463234
0.51    0.37    0.365546
0.51    0.38    0.341842
0.51    0.39    0.260998
0.51    0.4    0.218968
0.51    0.41    0.144155
0.51    0.42    0.0969941
0.51    0.43    0.0920784
0.51    0.44    0.0678641
0.51    0.45    0.0262456
0.51    0.46    -0.0127244
0.51    0.47    -0.0548102
0.51    0.48    -0.0421267
0.51    0.49    -0.0799443
0.51    0.5    -0.11023
0.51    0.51    -0.123609
0.51    0.52    -0.107677
0.51    0.53    -0.124284
0.51    0.54    -0.138644
0.51    0.55    -0.138839
0.51    0.56    -0.169406
0.51    0.57    -0.186275
0.51    0.58    -0.174555
0.51    0.59    -0.18392
0.51    0.6    -0.200997
0.51    0.61    -0.210695
0.51    0.62    -0.210578
0.51    0.63    -0.217492
0.51    0.64    -0.225243
0.51    0.65    -0.225624
0.51    0.66    -0.237191
0.51    0.67    -0.23028
0.51    0.68    -0.243562
0.51    0.69    -0.258505
0.51    0.7    -0.252594
0.51    0.71    -0.268715
0.51    0.72    -0.270377
0.51    0.73    -0.271752
0.51    0.74    -0.278919
0.51    0.75    -0.28176
0.51    0.76    -0.28782
0.51    0.77    -0.280284
0.51    0.78    -0.282462
0.51    0.79    -0.284554
0.51    0.8    -0.307444
0.51    0.81    -0.292716
0.51    0.82    -0.30536
0.51    0.83    -0.282815
0.51    0.84    -0.251147
0.51    0.85    -0.287693
0.51    0.86    -0.260912
0.51    0.87    -0.258607
0.51    0.88    -0.268241
0.51    0.89    -0.2792
0.51    0.9    -0.274516
0.51    0.91    -0.245295
0.51    0.92    -0.254493
0.51    0.93    -0.217434
0.51    0.94    -0.207026
0.51    0.95    -0.180968
0.51    0.96    -0.205154
0.51    0.97    -0.203943
0.51    0.98    -0.211683
0.51    0.99    -0.157131
0.52    0.3    1.51566
0.52    0.31    1.32677
0.52    0.32    1.08287
0.52    0.33    0.956116
0.52    0.34    0.828213
0.52    0.35    0.603169
0.52    0.36    0.552813
0.52    0.37    0.404149
0.52    0.38    0.354601
0.52    0.39    0.253933
0.52    0.4    0.201113
0.52    0.41    0.15031
0.52    0.42    0.0915043
0.52    0.43    0.0657334
0.52    0.44    0.0128786
0.52    0.45    -0.00249392
0.52    0.46    -0.0379217
0.52    0.47    -0.0493604
0.52    0.48    -0.0458114
0.52    0.49    -0.0856562
0.52    0.5    -0.116098
0.52    0.51    -0.123757
0.52    0.52    -0.122515
0.52    0.53    -0.132077
0.52    0.54    -0.134207
0.52    0.55    -0.181432
0.52    0.56    -0.182642
0.52    0.57    -0.170194
0.52    0.58    -0.182999
0.52    0.59    -0.203544
0.52    0.6    -0.212948
0.52    0.61    -0.228831
0.52    0.62    -0.226967
0.52    0.63    -0.230484
0.52    0.64    -0.229672
0.52    0.65    -0.227481
0.52    0.66    -0.241575
0.52    0.67    -0.248625
0.52    0.68    -0.239578
0.52    0.69    -0.258302
0.52    0.7    -0.263671
0.52    0.71    -0.2839
0.52    0.72    -0.289902
0.52    0.73    -0.289337
0.52    0.74    -0.284114
0.52    0.75    -0.295461
0.52    0.76    -0.29524
0.52    0.77    -0.30425
0.52    0.78    -0.30444
0.52    0.79    -0.290589
0.52    0.8    -0.29619
0.52    0.81    -0.292702
0.52    0.82    -0.302702
0.52    0.83    -0.263986
0.52    0.84    -0.258551
0.52    0.85    -0.285075
0.52    0.86    -0.239584
0.52    0.87    -0.270975
0.52    0.88    -0.27684
0.52    0.89    -0.279554
0.52    0.9    -0.276898
0.52    0.91    -0.287531
0.52    0.92    -0.271556
0.52    0.93    -0.197606
0.52    0.94    -0.200309
0.52    0.95    -0.241381
0.52    0.96    -0.224023
0.52    0.97    -0.160786
0.52    0.98    -0.15936
0.52    0.99    -0.154341
0.53    0.3    1.45919
0.53    0.31    1.21277
0.53    0.32    1.14714
0.53    0.33    0.926885
0.53    0.34    0.742581
0.53    0.35    0.64681
0.53    0.36    0.514265
0.53    0.37    0.401422
0.53    0.38    0.239968
0.53    0.39    0.2352
0.53    0.4    0.180976
0.53    0.41    0.0945406
0.53    0.42    0.0474031
0.53    0.43    0.014793
0.53    0.44    -0.0167811
0.53    0.45    -0.014484
0.53    0.46    -0.0626562
0.53    0.47    -0.0812244
0.53    0.48    -0.0965186
0.53    0.49    -0.1142
0.53    0.5    -0.139891
0.53    0.51    -0.159221
0.53    0.52    -0.152156
0.53    0.53    -0.149823
0.53    0.54    -0.174995
0.53    0.55    -0.178376
0.53    0.56    -0.178368
0.53    0.57    -0.211378
0.53    0.58    -0.204364
0.53    0.59    -0.229981
0.53    0.6    -0.240078
0.53    0.61    -0.218987
0.53    0.62    -0.230486
0.53    0.63    -0.232876
0.53    0.64    -0.236401
0.53    0.65    -0.246639
0.53    0.66    -0.2502
0.53    0.67    -0.265486
0.53    0.68    -0.276771
0.53    0.69    -0.274835
0.53    0.7    -0.286756
0.53    0.71    -0.284202
0.53    0.72    -0.280322
0.53    0.73    -0.308475
0.53    0.74    -0.296794
0.53    0.75    -0.300161
0.53    0.76    -0.298802
0.53    0.77    -0.307284
0.53    0.78    -0.308097
0.53    0.79    -0.297308
0.53    0.8    -0.296804
0.53    0.81    -0.275275
0.53    0.82    -0.257348
0.53    0.83    -0.2812
0.53    0.84    -0.272283
0.53    0.85    -0.287804
0.53    0.86    -0.299486
0.53    0.87    -0.257682
0.53    0.88    -0.291889
0.53    0.89    -0.263032
0.53    0.9    -0.286244
0.53    0.91    -0.250107
0.53    0.92    -0.181388
0.53    0.93    -0.200416
0.53    0.94    -0.249439
0.53    0.95    -0.230306
0.53    0.96    -0.233225
0.53    0.97    -0.154158
0.53    0.98    -0.143348
0.53    0.99    -0.0976828
0.54    0.3    1.57156
0.54    0.31    1.37467
0.54    0.32    1.11227
0.54    0.33    0.905685
0.54    0.34    0.811628
0.54    0.35    0.628598
0.54    0.36    0.581508
0.54    0.37    0.3955
0.54    0.38    0.290723
0.54    0.39    0.221363
0.54    0.4    0.203693
0.54    0.41    0.159272
0.54    0.42    0.0983974
0.54    0.43    0.0614513
0.54    0.44    -0.013469
0.54    0.45    -0.0444002
0.54    0.46    -0.0387959
0.54    0.47    -0.0808588
0.54    0.48    -0.097218
0.54    0.49    -0.131494
0.54    0.5    -0.143449
0.54    0.51    -0.170709
0.54    0.52    -0.153792
0.54    0.53    -0.173952
0.54    0.54    -0.196818
0.54    0.55    -0.200376
0.54    0.56    -0.206902
0.54    0.57    -0.221918
